BuqueId,Nombre,IMO,MMSI,DistintivoLLamada,NacionalidadId,TipoImpuestoId,Descuento,TipoBuqueId,ConsignatarioId,NavieraId,GT,Eslora,Manga,Guinda,Puntal,CaladoVerano,PropulsorProaNumero,PropulsorProaPotencia,PropulsorPopaNumero,PropulsorPopaPotencia,MotorPrincipalNumero,MotorPrincipalPotencia,HeliceProaNumero,HeliceProaTipoId,HeliceProaGiroId,EfectoHeliceId,TimonId,TipoMaquinaId,Construccion,Observaciones,ObservacionesSeguridad,FechaAlta,FechaActualizacion,Velocidad,RemolcadoresRecomendados,TarifaEspecifica,NumeroTimones,AnguloMaximoTimon,SuperficieVelica,PuertoMatriculaId,TipoPropulsionId
831,VOLCAN DE TINDAYA,9268411,NULL,NULL,209,6,30.00,65,105,NULL,3715,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-03-30 09:20:14.000,2019-01-17 12:18:31.873,NULL,0,0,NULL,0,0,NULL,NULL
832,SEVKETTIN SONAY,9334313,NULL,3FRL8,171,1,0.00,83,110,1115,9490,143.41,21.70,NULL,11.10,NULL,NULL,NULL,NULL,NULL,NULL,6037,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2006,NULL,NULL,2017-03-30 11:39:35.537,2017-07-03 09:03:50.333,0.00,0,0,NULL,0,0,NULL,NULL
833,QUEENA,9736286,NULL,VROM8,100,1,0.00,90,126,1115,44127,229.00,32.29,NULL,20.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2016,NULL,NULL,2017-03-30 11:39:39.000,2018-01-20 15:12:51.557,0.00,0,0,NULL,0,0,NULL,NULL
834,ELAN VITAL,9252943,NULL,V7FB2,139,1,0.00,88,115,1115,41787,228.00,32.24,NULL,19.80,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2003,NULL,NULL,2017-03-30 11:40:33.147,2017-03-30 20:04:42.040,0.00,0,0,NULL,0,0,NULL,NULL
835,aquila explorer,8107115,NULL,h35m,171,1,0.00,96,129,NULL,3057,71.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-03-30 12:37:32.393,NULL,NULL,0,0,NULL,0,0,NULL,NULL
836,SIDER JASMINE,9463542,NULL,CQAG2,178,1,0.00,83,109,1115,9530,138.06,21.02,NULL,11.00,NULL,NULL,NULL,NULL,NULL,NULL,7342,NULL,NULL,NULL,NULL,NULL,NULL,30/10/2008,NULL,NULL,2017-03-30 13:05:45.007,2018-10-08 07:37:50.383,0.00,0,0,NULL,0,0,NULL,NULL
837,PETALIDI,9071272,NULL,9HA425,138,1,0.00,82,121,1115,10742,162.80,22.30,NULL,11.10,NULL,NULL,NULL,NULL,NULL,NULL,5873,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1993,NULL,NULL,2017-03-30 13:05:46.190,2017-10-26 21:42:59.963,13.50,0,0,NULL,0,0,NULL,NULL
838,ASTRID,8404501,NULL,V3ZY3,23,1,0.00,91,138,NULL,3413,97.00,14.50,NULL,9.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1984,,,,,,,,,,,,
Se ha detectado una diferencia en el GT con VesselFinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 GT VesselFinder: 3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT Portel: 3229,NULL,2017-03-30 15:17:03.000,2018-09-30 07:04:14.760,0.00,0,0,NULL,0,0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,ATLANTIC SIRIUS,9455052,NULL,VRGBS,251,1,0.00,18,104,NULL,23342,184.00,27.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-03-30 15:44:21.927,NULL,NULL,0,0,NULL,0,0,NULL,NULL
840,MSM DON,9518971,NULL,5BCK3,59,1,0.00,83,124,1115,4220,105.40,15.20,NULL,7.90,NULL,1,315,NULL,NULL,1,1920,NULL,NULL,NULL,NULL,22,3,01/01/2011,NULL,NULL,2017-03-30 17:44:39.507,2017-09-07 11:50:54.623,10.00,0,0,1,0,0,NULL,NULL
841,MBC DAISY,9609902,NULL,ICSD,110,1,0.00,90,102,1115,10154,145.00,21.00,NULL,11.00,NULL,NULL,NULL,NULL,NULL,NULL,4500,NULL,NULL,NULL,NULL,NULL,NULL,01/07/2011,NULL,NULL,2017-03-30 17:44:41.737,2018-08-17 14:18:35.707,0.00,0,0,NULL,0,0,NULL,NULL
842,RAQUEL S,9515591,NULL,CQAC6,178,1,0.00,82,97,1115,17280,171.99,27.60,NULL,14.00,9.20,NULL,NULL,NULL,NULL,NULL,21509,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2009,NULL,NULL,2017-03-30 17:44:42.000,2018-10-12 13:56:51.127,18.00,0,0,NULL,0,0,NULL,NULL
843,YAIZA SEXTO,1111,NULL,EC2896,209,1,0.00,99,125,1115,5522,18.00,6.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-03-30 17:44:42.000,2018-10-04 06:50:28.987,0.00,0,0,NULL,0,0,NULL,NULL
844,MARIABURG,8411229,NULL,ONFJ,22,1,0.00,83,106,1115,1372,74.99,10.83,NULL,5.57,NULL,NULL,NULL,NULL,NULL,NULL,1360,NULL,NULL,NULL,NULL,NULL,NULL,01/05/1985,NULL,NULL,2017-03-30 17:44:55.777,2017-03-31 01:17:03.010,0.00,0,0,NULL,0,0,NULL,NULL
845,ANGELICA AN,9198290,NULL,9HKQ6,138,1,0.00,98,116,1115,28246,182.94,32.20,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,10150,NULL,NULL,NULL,NULL,NULL,NULL,28/10/1999,NULL,NULL,2017-03-30 17:44:56.667,2018-03-04 23:35:30.080,13.00,0,0,NULL,0,0,NULL,NULL
846,ADASTRA,9258557,NULL,3FQF6,171,1,0.00,81,97,1115,25554,183.00,30.95,NULL,16.40,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2002,NULL,NULL,2017-03-30 21:04:43.657,2017-03-30 23:16:43.880,0.00,0,0,NULL,0,0,NULL,NULL
847,RAMFORM ATLAS,9629897,NULL,C6AX2,17,1,0.00,96,121,NULL,20637,104.20,70.00,NULL,14.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2014,NULL,NULL,2017-03-31 13:11:30.000,2018-05-03 21:39:10.890,0.00,0,0,NULL,0,0,NULL,NULL
848,Chrysanthemum,9417452,NULL,C6XO4,17,1,0.00,88,NULL,1115,62400,243.97,0.00,NULL,21.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2009,NULL,NULL,2017-03-31 15:31:56.147,2017-04-01 19:07:00.080,0.00,0,0,NULL,0,0,NULL,NULL
849,Green Costa Rica,8912120,NULL,C6WB3,17,1,0.00,87,101,1115,7743,131.25,19.63,NULL,12.85,NULL,NULL,NULL,NULL,NULL,NULL,8221,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1992,NULL,NULL,2017-03-31 15:31:56.273,2018-10-04 09:42:14.550,18.50,0,0,NULL,0,0,NULL,NULL
850,EMERALD BAISHA,9726530,NULL,VROQ4,100,1,0.00,83,115,1115,44289,229.00,32.26,NULL,14.80,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-03-31 15:31:56.303,2017-04-01 13:35:26.100,0.00,0,0,NULL,0,0,NULL,NULL
851,LANGELAND,8912912,NULL,V2QL6,10,1,0.00,83,104,1115,4559,105.00,16.20,NULL,9.00,NULL,NULL,NULL,NULL,NULL,NULL,3520,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1998,NULL,NULL,2017-03-31 15:31:56.337,2017-03-31 14:31:50.330,14.00,0,0,NULL,0,0,NULL,NULL
852,CF CRYSTAL,9497050,NULL,VRIC2,100,1,0.00,90,104,1115,41073,225.00,32.30,NULL,19.60,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-03-31 15:31:56.367,2017-03-31 14:31:50.347,0.00,0,0,NULL,0,0,NULL,NULL
853,MSC MELINE,9702077,NULL,3FLW2,171,1,0.00,82,103,1115,95497,299.96,48.20,NULL,24.60,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-03-31 21:12:43.870,2018-10-13 07:06:56.557,0.00,0,0,NULL,0,0,NULL,NULL
854,IJSSELDIJK,9514913,NULL,PBUY,157,1,0.00,83,137,1115,2984,89.95,14.40,NULL,7.85,NULL,NULL,NULL,NULL,NULL,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,03/11/2009,NULL,NULL,2017-03-31 21:12:43.917,2017-04-01 19:07:00.117,10.00,0,0,NULL,0,0,NULL,NULL
855,BOI BRANCO,7527306,NULL,ODNE,223,1,0.00,94,104,1115,9998,137.27,18.34,NULL,7.01,NULL,NULL,NULL,NULL,NULL,NULL,8000,NULL,NULL,NULL,NULL,NULL,NULL,01/06/1976,NULL,NULL,2017-03-31 21:12:43.947,2018-08-16 07:28:41.793,15.00,0,0,NULL,0,0,NULL,NULL
856,Nord Butterfly,9448310,NULL,OYHZ2,61,1,0.00,88,100,1115,24066,183.00,27.43,NULL,16.80,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2008,NULL,NULL,2017-03-31 21:12:43.977,2018-05-16 09:54:13.687,14.00,0,0,NULL,0,0,NULL,NULL
857,MSC Nederland,8918954,NULL,HPMR,171,1,0.00,82,294,1115,37071,237.00,32.20,NULL,18.80,NULL,NULL,NULL,NULL,NULL,NULL,29501,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1992,NULL,NULL,2017-03-31 21:12:45.000,2018-09-25 20:55:31.323,22.00,0,0,NULL,0,0,NULL,NULL
858,SCOT HAMBURG,9255799,NULL,NULL,138,1,0.00,98,104,1115,5145,116.90,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-03-31 21:12:45.000,2017-04-01 19:00:24.037,NULL,0,0,NULL,0,0,NULL,NULL
859,Beautrophy,9369306,NULL,PBNR,157,1,0.00,83,123,1115,5132,117.15,16.13,NULL,8.80,NULL,NULL,NULL,NULL,NULL,NULL,2950,NULL,NULL,NULL,NULL,NULL,NULL,15/11/2006,NULL,NULL,2017-03-31 21:12:45.000,2017-11-09 15:36:35.710,11.50,0,0,NULL,0,0,NULL,NULL
860,BISCAYNE LIGHT,9141235,NULL,VRNA2,46,1,0.00,90,102,1115,14747,154.00,26.00,NULL,13.35,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,20/12/1996,NULL,NULL,2017-03-31 21:12:46.000,2017-04-01 19:07:00.130,13.00,0,0,NULL,0,0,NULL,NULL
861,CARAVOS TRIUMPH,9584310,NULL,V7JM7,139,1,0.00,93,126,1115,44599,229.00,32.30,NULL,20.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2012,NULL,NULL,2017-03-31 21:12:46.787,2017-04-01 13:35:26.157,0.00,0,0,NULL,0,0,NULL,NULL
862,GENCO PROVENCE,9316220,NULL,V7JU2,139,1,0.00,81,104,1115,31264,189.90,32.30,NULL,17.80,NULL,NULL,NULL,NULL,NULL,NULL,11149,NULL,NULL,NULL,NULL,NULL,NULL,01/08/2004,NULL,NULL,2017-03-31 21:12:47.097,2018-06-02 19:28:54.883,0.00,0,0,NULL,0,0,NULL,NULL
863,BUSE TRIO,9066071,NULL,3FYO5,171,1,0.00,83,104,1115,1596,81.34,11.58,NULL,5.40,4.00,NULL,NULL,NULL,NULL,NULL,1360,NULL,NULL,NULL,NULL,NULL,NULL,01/05/1993,NULL,NULL,2017-04-01 14:35:27.840,2017-12-18 22:00:41.263,9.00,0,0,NULL,0,0,NULL,NULL
864,TARASKA,8964393,NULL,E5U2755,53,1,0.00,101,NULL,1115,381,34.67,9.75,NULL,3.96,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/05/2000,NULL,NULL,2017-04-01 14:35:28.373,2017-06-24 21:42:06.550,0.00,0,0,NULL,0,0,NULL,NULL
865,Baltic Forward,8509533,NULL,P3BI4,59,1,0.00,87,110,1115,8864,139.80,20.00,NULL,12.60,NULL,NULL,NULL,NULL,NULL,NULL,7282,NULL,NULL,NULL,NULL,NULL,NULL,22/04/1988,NULL,NULL,2017-04-01 14:35:28.857,2017-05-03 12:12:16.887,15.50,0,0,NULL,0,0,NULL,NULL
866,Iron Lady,9385099,NULL,V7EK5,139,1,0.00,90,115,1115,20238,180.00,28.40,NULL,14.25,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-04-01 14:35:29.043,2017-04-02 01:55:18.490,0.00,0,0,NULL,0,0,NULL,NULL
867,Angeles Alvariño,9524645,NULL,EASE,209,1,0.00,96,159,1115,951,46.00,10.50,NULL,7.20,NULL,1,200,1,160,2,1800,NULL,NULL,NULL,NULL,13,2,01/08/2012,NULL,NULL,2017-04-01 14:35:29.340,2018-05-23 19:10:38.877,12.00,0,0,NULL,0,0,NULL,NULL
868,KORYO MARU 81,9243710,NULL,JFFQ,112,1,0.00,91,110,1115,741,59.49,9.20,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2001,NULL,NULL,2017-04-01 14:35:29.543,2018-05-23 21:22:21.137,10.00,0,0,NULL,0,0,NULL,NULL
869,ABY VIRGINIA,9698874,NULL,9HA3763,138,1,0.00,81,115,1115,43278,226.17,32.00,NULL,20.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,02/12/2013,NULL,NULL,2017-04-01 14:35:34.000,2017-04-02 12:45:50.737,0.00,0,0,NULL,0,0,NULL,NULL
870,MONTROSE,9223813,NULL,5BYV2,59,1,0.00,90,97,1115,17944,178.43,26.06,NULL,13.80,NULL,NULL,NULL,NULL,NULL,NULL,6555,NULL,NULL,NULL,NULL,NULL,NULL,15/07/1999,NULL,NULL,2017-04-01 21:51:18.190,2017-10-24 18:51:50.673,13.00,0,0,NULL,0,0,NULL,NULL
871,EKARMA,9630016,NULL,D5HW8,126,1,0.00,83,97,1115,6601,116.23,18.00,NULL,10.40,NULL,NULL,NULL,NULL,NULL,NULL,3399,NULL,NULL,NULL,NULL,NULL,NULL,23/04/2011,NULL,NULL,2017-04-02 02:56:29.963,2017-10-27 20:24:09.550,0.00,0,0,NULL,0,0,NULL,NULL
872,MSC ANAHITA,9148025,NULL,P3LA7,59,1,0.00,82,103,1115,29022,196.00,32.25,NULL,18.80,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1997,NULL,NULL,2017-04-02 02:56:30.000,2017-05-05 14:19:36.583,0.00,0,0,NULL,0,0,NULL,NULL
873,GLOBAL 1200,9463815,NULL,YJQP2,240,1,0.00,99,129,1115,32550,162.00,37.80,NULL,16.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2010,NULL,NULL,2017-04-02 02:56:30.900,2017-04-02 20:19:40.540,0.00,0,0,NULL,0,0,NULL,NULL
874,HAMBURG,9138329,NULL,C6OX6,17,1,0.00,95,102,1115,15067,145.00,21.50,NULL,13.25,NULL,NULL,NULL,NULL,NULL,NULL,14356,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1997,NULL,NULL,2017-04-02 02:56:31.367,2017-04-02 20:19:40.567,16.00,0,0,NULL,0,0,NULL,NULL
875,LNG Cross River,9262223,NULL,ZCDO2,235,1,0.00,97,125,1115,115993,288.73,48.06,NULL,48.00,NULL,NULL,NULL,NULL,NULL,NULL,2700,NULL,NULL,NULL,NULL,NULL,NULL,27/01/2005,NULL,NULL,2017-04-02 02:56:31.883,2018-06-12 21:03:04.627,19.25,0,0,NULL,0,0,NULL,NULL
876,NAJA,9145126,NULL,V2IA8,10,1,0.00,83,97,1115,2528,85.51,12.80,NULL,7.10,NULL,NULL,NULL,NULL,NULL,NULL,2332,NULL,NULL,NULL,NULL,NULL,NULL,01/03/1997,NULL,NULL,2017-04-02 02:56:32.337,2018-08-07 14:31:49.623,0.00,0,0,NULL,0,0,NULL,NULL
877,INVIKEN,9411991,NULL,2BWW6,108,1,0.00,98,129,1115,23312,184.00,27.40,NULL,17.20,NULL,NULL,NULL,NULL,NULL,NULL,10686,NULL,NULL,NULL,NULL,NULL,NULL,01/04/2009,NULL,NULL,2017-04-02 02:56:32.787,2018-02-24 18:44:12.963,0.00,0,0,NULL,0,0,NULL,NULL
878,LAGOON PHOENIX,9047245,NULL,A8OE4,126,1,0.00,87,101,1115,7313,134.02,20.60,NULL,10.17,5.50,NULL,NULL,NULL,NULL,NULL,7060,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1993,NULL,NULL,2017-04-02 02:56:33.257,2018-10-03 19:16:59.533,16.50,0,0,NULL,0,0,NULL,NULL
879,GREAT NAVIGATOR,9301079,NULL,VRBW8,100,1,0.00,90,104,1115,88594,289.00,45.00,NULL,24.10,NULL,NULL,NULL,NULL,NULL,NULL,15000,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-04-02 08:21:44.790,2017-04-02 12:45:50.723,16.00,0,0,NULL,0,0,NULL,NULL
880,Bulk China,9290593,NULL,9HA2735,138,1,0.00,90,104,1115,88661,289.00,45.05,NULL,24.10,NULL,NULL,NULL,NULL,NULL,NULL,22923,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2005,NULL,NULL,2017-04-02 11:57:54.757,2017-07-09 14:03:14.147,14.00,0,0,NULL,0,0,NULL,NULL
881,UBC OLIMBUS,9463669,NULL,ZDKR3,85,1,0.00,90,126,1115,65976,260.00,43.00,NULL,20.25,NULL,NULL,NULL,NULL,NULL,NULL,12204,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2011,NULL,NULL,2017-04-02 11:57:55.430,2017-04-04 07:52:52.150,15.00,0,0,NULL,0,0,NULL,NULL
882,GDF SUEZ NORTH SEA,9624031,NULL,HPSQ,171,1,0.00,90,126,1115,31541,189.96,32.26,NULL,18.10,NULL,NULL,NULL,NULL,NULL,NULL,12087,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-04-02 12:06:41.820,2017-04-03 08:44:37.790,0.00,0,0,NULL,0,0,NULL,NULL
883,TINGIS,9310197,NULL,CNA4486,151,1,0.00,100,115,1115,4471,119.10,16.92,NULL,8.40,NULL,NULL,NULL,NULL,NULL,NULL,4419,NULL,NULL,NULL,NULL,NULL,NULL,01/07/2005,NULL,NULL,2017-04-02 13:44:15.297,2018-08-15 14:30:01.077,0.00,0,0,NULL,0,0,NULL,NULL
884,SPAR APUS,9734989,NULL,LATT7,166,1,0.00,69,104,1115,36311,199.99,32.26,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-04-03 09:41:21.943,2017-04-03 18:46:35.390,0.00,0,0,NULL,0,0,NULL,NULL
885,MANDEO,9108829,NULL,ECKR,209,1,0.00,83,124,1115,3443,93.00,15.00,NULL,8.00,NULL,NULL,NULL,NULL,NULL,NULL,3569,NULL,NULL,NULL,NULL,NULL,NULL,01/12/1996,NULL,NULL,2017-04-03 12:49:21.897,2018-09-19 20:46:19.507,0.00,0,0,NULL,0,0,NULL,NULL
886,REGIUS,9737113,NULL,V7CG7,139,1,0.00,90,104,1115,21179,179.00,28.20,NULL,14.30,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-04-03 12:49:22.273,2017-04-03 14:01:30.003,0.00,0,0,NULL,0,0,NULL,NULL
887,ENDURANCE,9647318,NULL,V2GJ3,10,1,0.00,83,116,1115,5632,108.20,18.20,NULL,9.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2012,No hay observaciones,"No tiene potencia de máquina dando atrás, mucho cuidado, le cuesta mucho parar y tiene mucho efecto derecho.",2017-04-03 12:49:22.460,2017-07-17 02:02:16.470,10.50,0,0,NULL,0,0,NULL,NULL
888,LOYA,9540273,NULL,9HA2452,138,1,0.00,98,104,1115,2962,92.96,14.60,NULL,7.40,NULL,NULL,NULL,NULL,NULL,NULL,2638,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2010,NULL,NULL,2017-04-03 12:49:22.663,2017-04-03 14:01:29.963,0.00,0,0,NULL,0,0,NULL,NULL
889,RIVA,9693331,NULL,CQEM,178,1,0.00,56,115,1115,25546,0.00,0.00,NULL,0.00,7.50,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-04-03 12:49:25.000,2017-04-19 10:11:29.167,0.00,0,0,NULL,0,0,NULL,NULL
890,CLARON,9718038,NULL,D5LC6,126,1,0.00,81,126,1115,44029,229.00,32.00,NULL,20.05,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/06/2016,NULL,NULL,2017-04-03 12:49:28.247,2017-04-04 07:52:51.967,0.00,0,0,NULL,0,0,NULL,NULL
891,MARIA CARLA,9314375,NULL,8PAN4,20,1,0.00,82,109,1115,9990,140.00,22.00,NULL,12.00,NULL,NULL,NULL,NULL,NULL,NULL,11160,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-04-03 19:46:36.880,2018-01-22 22:11:29.353,16.00,0,0,NULL,0,0,NULL,NULL
892,NAVE PULSAR,9379313,NULL,V7BM3,139,1,0.00,88,104,1115,30119,183.00,32.25,NULL,19.10,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2007,NULL,NULL,2017-04-03 20:30:44.767,2017-04-05 06:50:01.793,0.00,0,0,NULL,0,0,NULL,NULL
893,Tower Bridge,9292034,NULL,A8ER5,126,1,0.00,88,104,1115,27725,182.50,32.50,NULL,17.50,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,22/01/2004,NULL,NULL,2017-04-03 20:30:45.263,2017-04-04 17:02:17.847,14.00,0,0,NULL,0,0,NULL,NULL
894,MSC ISHYKA,9154206,NULL,A8UW7,126,1,0.00,82,103,1115,25713,206.00,29.80,NULL,16.40,NULL,NULL,NULL,NULL,NULL,NULL,24421,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1997,NULL,NULL,2017-04-03 20:30:45.000,2017-05-05 14:17:17.197,19.00,0,0,NULL,0,0,NULL,NULL
895,ANET,9456733,NULL,PBLI,157,1,0.00,83,121,1115,8999,142.95,18.90,NULL,10.95,NULL,NULL,NULL,NULL,NULL,NULL,730,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2010,NULL,NULL,2017-04-03 20:30:46.217,2018-06-03 08:19:20.080,10.00,0,0,NULL,0,0,NULL,NULL
896,ATHINOULA,9583213,NULL,V7ZS5,139,1,0.00,81,126,1115,43022,228.90,32.20,NULL,20.50,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2017-04-03 20:30:46.683,2017-04-04 07:52:52.127,0.00,0,0,NULL,0,0,NULL,NULL
897,liberal,NULL,NULL,NULL,32,1,0.00,10,125,NULL,1872,130.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-04-04 08:59:56.000,2018-08-21 12:47:55.170,NULL,0,0,NULL,0,0,NULL,NULL
898,HANZE GDANSK,9605188,NULL,PCRT,157,1,0.00,81,110,NULL,24210,180.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-04-04 13:20:59.000,2017-04-05 13:40:37.727,NULL,0,0,NULL,0,0,NULL,NULL
899,Skandi Acergy,9387217,NULL,2BEJ5,235,1,0.00,101,106,1115,16500,156.90,27.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2008,NULL,NULL,2017-04-04 17:34:40.690,2018-05-29 18:39:53.897,0.00,0,0,NULL,0,0,NULL,NULL
900,NORIENT SOLAR,9396373,NULL,D5MW3,126,1,0.00,100,111,1115,25864,180.00,32.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2008,NULL,NULL,2017-04-04 17:34:40.737,2017-12-21 06:06:49.353,0.00,0,0,NULL,0,0,NULL,NULL
901,PEACE,9553983,NULL,LZEV,35,1,0.00,90,110,1115,11627,152.50,22.50,NULL,10.80,NULL,NULL,NULL,NULL,NULL,NULL,5031,NULL,NULL,NULL,NULL,NULL,NULL,20/07/2010,NULL,NULL,2017-04-04 17:34:40.767,2017-11-13 06:24:28.777,11.50,0,0,NULL,0,0,NULL,NULL
902,Osmarine,9342839,NULL,3EFB5,171,1,0.00,90,126,1115,37938,224.94,32.26,NULL,19.50,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/04/2006,NULL,NULL,2017-04-04 17:34:42.967,2017-04-05 06:50:01.887,0.00,0,0,NULL,0,0,NULL,NULL
903,HAI XING,9291066,NULL,C6XV6,17,1,0.00,98,156,1115,11191,138.11,23.00,NULL,12.25,NULL,NULL,NULL,NULL,NULL,NULL,8565,NULL,NULL,NULL,NULL,NULL,NULL,02/01/2004,NULL,NULL,2017-04-04 17:34:43.280,2017-04-05 06:50:01.897,14.50,0,0,NULL,0,0,NULL,NULL
904,Maersk Achiever,9245902,NULL,OXGX2,108,1,0.00,86,129,1115,6689,81.79,23.00,NULL,9.50,NULL,NULL,NULL,NULL,NULL,NULL,24300,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2006,NULL,NULL,2017-04-04 17:34:43.577,2018-03-30 07:28:09.667,16.00,0,0,NULL,0,0,NULL,NULL
905,SEACOR PUMA,9805867,NULL,V7EW6,139,1,0.00,101,102,1115,491,57.30,12.50,NULL,4.03,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,15/03/2017,NULL,NULL,2017-04-04 18:02:20.480,2017-04-05 06:50:01.843,0.00,0,0,NULL,0,0,NULL,NULL
906,ABOU KARIM II,7615309,NULL,ODVJ,124,1,0.00,94,104,1115,6583,122.50,16.50,NULL,11.00,NULL,NULL,NULL,NULL,NULL,NULL,5600,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1976,NULL,NULL,2017-04-04 20:22:40.003,2017-06-04 18:14:12.410,11.50,0,0,NULL,0,0,NULL,NULL
